,Title,Location,reviewees,reviewers,reviews,ratings
1244,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Nina,"The room I stayed in was exceptionally clean and had that hotel-like clean linen smell. A small and cosy space within walking distance of the Bay and the Centre; perfect if you plan to walk around Cardiff sightseeing. There is access to a small kitchenette with a sink and a fridge as well as some cutlery in case you bring in takeout. All things considered, a very good stay for the price!",5
1245,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Jeff,"Great stay, room is clean, just as advertised.",5
1246,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Freda,"fridge in the kitchen didn’t close and was very small, other than that great place and perfect location!",4
1247,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Hassan,Basic room great location,3
1248,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Richard,very good stay. good value place to stay in Cardiff.,4
1249,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Julian,"Good value, good location, can be a little noisy if inconsiderate neighbours in other rooms.",5
1250,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Oluwakayode,Beautiful place to stay,3
1251,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Kristina,Tactic place to visit Cardiff,5
1252,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Dennis,Great location,5
1253,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Robert,Excellent central location in Cardiff City Centre. Room is good value for money although cleanliness could better.,4
1254,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Philip,"Rooms small but comfortable , but for price great value
Location perfect for train station and only a few minutes walk to the start of the city centre 
Basic accommodation 
Great value
Great location",4
1255,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Lauren,"Great stay, perfect location, very clean.

Only thing I’d say is take extra pillows with you if poss as one each supplied. But we would definitely stay again :)",5
1256,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Erin Fflur,Great location,3
1257,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Dhanush,"Highly recommended this stay , if you are looking for city experience",5
1258,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Julian,"It was as described, no frills but clean and convenient. Could be a bit noisy if others in house are inconsiderate. Very happy with my stay, will return.",5
1259,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Jeff,"Convenient location, accurate description, construction site not much going on at the moment.",4
1260,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Helena,"Very good location, the city center is just around the corner. The kitchen there was also very handy. Only the carpet was a little bit messy, because it’s normal just walk in on the bright carpet with shoes from outside.. Except that, 5 stars!",4
1261,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Amber,"I wouldn't suggest staying here for light sleepers.
Although other guests are generally quiet, if people are moving throughout the house the fire doors slam shut. In room 1 I found out that the gas meter is in there which makes noises every so often as well.
Stained carpets but other than that the cleanliness was good.
Would have stayed longer if I was able to sleep as it is a good location and price.",2
1262,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Vivian,It was a nice stay. Highly recommended!!!,5
1263,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Olabisi,Very clean and in a quiet central location. Had a great nights sleep,5
1264,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Sung In,"The place has not been cleaned for me and my partner when we checked in! The bed was scattered with food crumbs and hair. 
We could not reach the host at the time we reached. 
Due to this we had a massive inconvenience and change to our plan at midnight and look for another place to stay.",1
1265,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Isabelle,"Our main issue was the fact that the shower was not working - we did attempt to contact the Dromor Team, however nothing came from it. Everything else was fine, location was great. It should be noted to people wanting to book that the nearest parking is £12.50 a day - not the hosts fault but worth considering when booking",3
1266,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,David,"Fine for a night or two but not much more than that. The kitchen is a microwave, kettle, and a ridiculously small camping fridge. 

Also, not all rooms contain a ""workstation"" as listed and suggested by the photos.",3
1267,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Raphael,Great value for money and very good location. Less than 5 minutes from Cardiff Central and 10 minutes from the centre of town.,3
1268,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Precious,Great place to stay . Center of the city and great communication from team …….,4
1269,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Nargis,Comfortable and a great location,4
1270,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Israa,"Perfect location, very clean. Would highly recommend",5
1271,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Sue,"A great location for accessing the city, close to the station and several bus routes.
Excellent communication and check-in/check-out.
Comfortable and clean rooms with a great bathroom & shower too.
Highly recommended if you're looking for somewhere to stay whilst visiting Cardiff.",5
1272,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Walaa,"I had a good and relaxing time in this place and it is worth to come back again, the location is excellent and the room is clean the host is helpful and flexible. I recommended.",5
1273,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Ailyn,"Cozy and nice accomodation! The shared small kitchen was  very handy as there were available plates, cutleries, glasses, microwave, and mini fridge available. Unfortunately no wi-fi and the walls are thin so you can hear people next door talking and snoring. In general it was a good place to stay in 😊",5
1274,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Shuey-Song,"Reasonable price and clean rooms. But the radiators didn’t work during my stay and nobody came and help, which disappointed me. In the bathroom it was so cold that taking a shower was almost impossible. Overall, still a nice place to stay.",4
1275,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Matteo Maria,"Great value, 100% recommended!",5
1276,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Joao Ricardo,I did it on private already.,4
1277,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Rita,"The place is very central, just walking distance to the railway station and the city centre. Our room was N. 2 on the ground floor, sufficiently clean, well heathed, with a big bathroom with both shower and bathtube. We didn’t use the kitchenette. For breakfast, just across the street, there is a small cafè, Sheffs, where you can have the best coffee  and cappuccino in Cardiff. Just for more comfort, a chair (no chairs in the room), some hooks in the bathroom, soap and a shower mat should be provided. The lockbox system was ok but it should be placed higher on the wall. I had to kneel to digit the combination to get the room key and a needed a torch to see the numbers! Anyway, the cost for 4 nights (106 euros) was a big deal and I would definitely stay again.",3
1278,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Linus,The place is great value for money and it is well located near the centre of town. Would recommend. There were a couple things missing but it was only a minor issue. Note that you need to upload ID through a third party to book this place.,5
1279,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Martin,A good place to stay at a very reasonable price,4
1280,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Virginia,Good place near the Cardiff center. The communication with the host was good.,4
1281,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Gray,"Excellent place , clean and well maintained",4
1282,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Atageldi,was perfect,5
1283,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Amy,"Could do with some updating. Nice enough for a few days, very warm and cosy which was great as it was so cold outside. It did however advertise that there was a desk which there was not which was quite a disappointment as i had some writing to do. Also the shower temperature gage thing was broken. Big bathroom though and a comfortable bed. Thank you!",4
1284,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Murt,"The place is good for short stay such as one nightor two. The room is very small.It doesn't have fridge. However it can be better experience if the managementof thehotel provides things , such as soap, shampoo, and tissues.",3
1285,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Hannah,A case of ‘you get what you pay for’. Easy check in and suitable place to stay on a budget.,3
1286,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Katy,"Exactly what it says on the tin. No airs or graces but a simple, cheap place to stay in a great location close to the city centre. Would definitely stay again",5
1287,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Benedict,Good little place,5
1288,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Danny,Excellent location for a great price. Communication with the host was very good.,5
1289,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Tobias,Fantastic find!,5
1290,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Consilia,Great place to stay,5
1291,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Ana-Maria,"Location is great and its a good place for a couple of days. Only problem I had was that my room did not have soap, shower gel etc and when I messaged them about it they only replied as I was checking out.",4
1292,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Roger,Everything good! Warm and clean room with ensuit. Great location and very good value for money. I recommend.,5
1293,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Kiran,"Stayed here for 2 nights with my girlfriend, using it mainly as a base to sleep and wash as we were in Cardiff to visit the Christmas Market, Winter Wonderland, Cardiff Bay and St Fagan's Museum. 

The room was very clean, if a little shabby in places and the bed was comfy, although we only had one pillow each. The bathroom was a good size and had a heated towel rack as a bonus. 

Checkin in and out was very easy as they used a key and lockbox system and we were messaged the combinations to the front door and our room beforehand. Not having a key to take with us meant there was no chance of us losing it which worked out quite well. I didn't get a chance to use the (very small) communal kitchen so I can't really comment on how that was.

The only small issues we had were the lack of hand soap in the bathroom to wash our hands with, despite being provided with a tiny bottle of shampoo/body wash, the shower head leaked when the pressure was high and the blinds were not attached correctly and they could have injured me when they fell.",4
1294,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Becky,Great place close to the train station.,5
1295,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Eniwoke,"Great, affordable place.",5
1296,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Katherine,"This is a no-frills, great value place to stay in a good location. Communication prior to check in was fantastic and very reassuring.",4
1297,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Nicola,"Firstly the location is brilliant . Literally 5 mins to the train station 8 mins to the city centre. The good stuff, well there’s location, the price, the big en suite bathroom and the great little kitchen with microwave, kettle and toaster.  The negatives, well I honestly would stay here again but it could do with a lick of paint and perhaps some new carpet but that’s it. The key situation is a bit tricky at the start but you get the hang of it quickly.  We were worried about the size of the bed as it’s a small double but we slept well as it’s really comfortable but could use a couple of extra pillows. Very quiet street so no noise.",5
1298,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Becca,"Such a great location, 5mins walk from the centre. Check-in was super easy and great communication from the host. Would recommend using the bath- great water pressure so fills up quickly. 
Our room and ensuite were very clean but things had a bit of a general old/ worn out vibe. The bed was quite a small double, so quite snug for two adults.",4
1299,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Elly,Good budget room. As described,4
1300,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Lloyd,"3rd week of staying here should tell you all you need to know. Ideal location good quality rooms with a great en-suite, with more than adequate kitchen facilities.😃",4
1301,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Qingni,"It's a good location, close to the train station and not far from the city centre.",4
1302,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Beau,"Affordable place with everything you need.

Only thing overall which I was unaware of was the zero WiFi (I personally just used my data) throughout which was not a problem at all, but I could understand for people who don't have unlimited this may be a deal breaker when it comes to finding the perfect place to stay. 

Great, clean and swift communication, I'd overall definitely recommend especially for solo travelling",4
1303,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Lloyd,"2nd time of staying here, great clean comfy room with a nice size en-suite. Good kitchen facilities. Location is perfect for my stay next to the train station and a 5 minutes walk to work.",5
1304,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Liam,This place was extemly clean and very welcoming! Would deffinatly recommend it and shall return again one day! Thank you for a lovely experience!,5
1305,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Justina,"Good location, easy and great check-in and check out, little gem in Cardiff City centre, highly recommended.",5
1306,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Terri,Shower fell onto my head off the wall very unsafe,2
1307,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Alicja,"This place is fine if you need a place to crash for a night or two. The room is ok but basic and a bit run down as is the ensuite but the shower had good pressure and heat.The team were very quick to respond to any messages I sent and were very polite. The kitchen was tiny and not very well equipped and all the rooms in the buiding are able to use it. The decor is very basic and the carpets in the communal areas are very stained which did not make a good impression on me. It is a very central location but not pretty. If you are looking for a cozy home type place where you can cook, then this wouldn't really be suitable. I didn't have any issues with noise whilst I was there and although the house is near the main road I could not hear it when the windows were closed.",3
1308,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,David,"Great location, stupidly affordable, and minor cleanliness issue. No Wi-Fi, but this is clearly stated in the advert so was my fault, just be aware it is not offered.",4
1309,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Neil,Would 100% stay again. Great location and great price,5
1310,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Paul,Great location and exactly what you need for that stay in Cardiff.,4
1311,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Mr.,"Excellent location, bath and shower in the room, towels and bedding provided also an iron which was handy close to the city centre, key on chain in lock box next to room and front door so you dont have to worry about losing it, would definitely use again.",5
1312,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Neil,"Exactly how they describe it. It is cheap and cheerful!! Decent size room, great location! Nothing fancy basic which the price reflects. Have already booked to stay here next week",5
1313,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Lloyd,"Good location handy for work, comfy bed and a spotless bathroom. One thing that was missing was there were no forks and spoons which it made it difficult to eat anything as all they had was a draw full of knives..",4
1314,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Owain Llyr,Spot on really! Everything I could have needed. Lack of wifi made me sad but that wasnt the end of the world,4
1315,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Lucrèce,My stay was fine enough. The house is near the train station which is very convenient. I just had the regret to have the bedroom next to the entrance door because it was a bit loud in the morning.,4
1316,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Joseph,"Great little place to stay, really convenient for Cardiff city centre and only a short walk to the bay.",5
1317,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Jana,Location close to the train station and quite calm. Clean place and plus is also shared kitchen at disposal. I would just appreciate bigger bed and easier handling with shower (it was very hard to turn around the shower system).,4
1318,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Patrick,"Great location, room as advertised.",5
1319,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Anthony,"Great location for short stay, clean tidy spacious. Comfortable bed good shower facilities. Good value. Nice and quiet but 5 mins walk from central Cardiff",5
1320,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Pream,it is a nice place,4
1321,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Asmaa,Good place to stay near the train station.,4
1322,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Victoria,as described thanks,5
1323,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Alexandar,Nice carpeted room close to the train station. The keys to the room were a bit cumbersome but the bathroom facilities were great! No free WiFi available,5
1324,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Xianglong,"Everyone was very friendly. I lived here for a month, the location of the house is very convenient and the privacy of the room is perfect. Public Spaces are very clean . I would like to recommend it to other friends.",5
1325,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Anna,"Very good comunication and all necessary information from host. It is very good location, close to city center and shops. Room is nice and spacious, I enjoyed my stay there. Highly reccomend!",5
1326,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Jay,"The Dromor team were easy to communicate with and made our stay in Cardiff very easy. They were polite and the check in process was very easy.
Only downside is there were some hairs in the bathroom, otherwise everything was clean",4
1327,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Dr.Mohamed,"This guest house is excellent choice for the paid money, very helpful staff and with fast responding and the place is very clean and tidy, and very near to the city center. 
Totally it was a wonderful experience. Thank you.",5
1328,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Peter,"Super clean and was a lovely room. The bed is very comfortable. The bath room is absolutely lovely, with Thee best shower i have used in the three months i have been in cardiff. I cannot stress how much i loved the shower, it was hot and super powerful. Instant heat. Amazing.",5
1329,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Carys,"Yes, the price is very attractive however I had the worst experience. I was booked for 4 nights. After checking in (which was straight forward enough) I opened the door to a dirty room that hadn't been cleaned following the previous tenant's check out. I had travelled 4 hours to get to the accomodation and received very little support from HQ - I was absolutely exhausted and in complete distress. They did not offer or help find accomodation elsewhere. I missed a concert I had a ticket to that evening. They refunded a night's stay as an apology for the inconvenience (with was very generous and gratefully received) but am still awaiting a refund for the evening I could not stay there. The room was eventually cleaned and I couldn't fault the cleaners work however the experience as a whole left a mark and I will not be staying here again.",3
1330,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Johannes,Great!,5
1331,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Chun Wai,"Very clean house, all self-served and the house owner provided all details for check-in or out. If Wifi can be installed from next stay will be perfect.",5
1332,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Cameron,Great location close to Cardiff Central and had everything that I needed at a very affordable price. Dromor were also easy to get hold of if I had any questions so would definitely stay here again.,5
1333,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Jack,Spacious Room very close to both the Central Station and the City Centre in an easy to find location. Easy to Check In/Out and Host was quick at responding but not knowledgeable about amenities or how certain appliances in the room functioned. The Shower was hard to use and not clean and the lack of WiFi was also surprising. For its price it was okay but local hotels were in the same price bracket and offered more.,3
1334,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,James,Very good value,5
1335,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Pedro,"Perfect Airbnb, well located, near Cardiff central station, only 5 min walk from city centre and was  all clean b4 arrival. Much better than some hotels I've been.",5
1336,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Abigail,Host were great with their communication with me and the apartment was a decent steal. Would recommend for something simple and cheap.,5
1337,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Steven,"Stayed for 11 nights so convenient for the train station and the centre of Cardiff, we would definitely stay again",4
1338,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Atticus,"What's listed is 100% accurate - no frills, it's literally a small bedroom, small bathroom, amazing proximity to the city center, and that's it! Our room had flooding during our stay, hence the slightly lower review - pipes had burst in the ceiling above us and we left to escape it. Barring that, however, this was great value for the low cost and the proximity helped us save tons of money on public transport. If that's what you're looking for, this is perfect!",4
1339,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Patrick,Great room in a very central location!,5
1340,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Juan Sebastián,"Excellent location, just 5 minutes walking from the train station and St Mary street. Just to notice, the kitchen is quite small and you can't actually cook, only heat with the microwave. I couldn't find forks or spoons, all were taken (I don't really understand why).",5
1341,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Emily,"Great value for money, nice but small room but nice and clean. The location is by far the best part, 10 min walk into the centre of Cardiff. Would definitely recommend",4
1342,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Chantelle,"Both the bedroom and the bathroom were clean, the room is well lit, the location is great as its only 5-10 minutes walk from the main road in the city centre. Importantly, the team had excellent communication in that they kept in touch by sending us multiple messages before and even throughout our stay. Affordable and a good comfortable stay for a couple of nights.",5
1343,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Austin,The property is excellently cleaned andsituated near the train and other amenities.,5
1344,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Karen,What you pay is what you get. There were some cracks on the wall and the bathroom  sink tap was broken (but still useable). The communications from Dromor Team wasn't friendly - appears dictating. The location was appealing as it was near the train station and central town. The bedroom and bathroom were decent and nice to stay for few nights. No complaints.,2
1345,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Andrew,"This is very much does what it says on the tin. Simple, cheap accommodation option with the basics you need (clean bed, decent bathroom and shower as en suite). The property is an end terrace house, so noise does travel within the property but there were no major noise issues while we were here. Location is good, as very close to the station. It’s not as comfortable as a budget hotel would be, but for the price, and booking last minute we were more than happy. We didn’t use the kitchen so can’t comment on that.  Host communication was also very good, and the check in process was straight forward.",5
1346,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Erin,Nice stay. Easy to follow instructions and with a nice clean room.,5
1347,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Gabriel,great location and comfy,4
1348,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Sean,"I didnt stay here, they said they had a glitch with thier system and tried to make me cancel which i would be fined for and they would have been peanalised. i had to go through airbnb to resolve and pay refund in full. i had stayed previous though and was great. shame about this experience this time.",1
1349,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,K M Wahid,Excellent place to stay for a short trip... Just 1 minute from the rail station and the city centre..,4
1350,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Joe,Absolute 5/5 all-round! Dromor was a pleasure to be a guest with. Room was at an amazing price in the heart of Cardiff near to everything and was clearly kept extremely clean! will definitely be back,5
1351,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Jessica,Great for a few nights stay but not for long stays as there are no cooking facilities besides toaster and microwave. Good for the price though,3
1352,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Charlie,Nice tidy room in the centre of Cardiff. Good value for money,5
1353,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Nudrat,"Me and my friend stayed there for 3 nights. We had a comfortable stay, there was no noise at all. The place is at walking distance to Cardiff central station, city centre and Cardiff castle. In city centre, there were plenty of places to eat (especially halal food was easily available). The room itself was en-suite with all the facilities like TV, shower, ironing, blow dryer etc. The bed was comfortable and shower very good. The kitchen downstairs with microwave, toaster and cutlery was a plus point. I was skeptical about cleanliness because I saw some reviews about it, the carpet is a bit old so got some stains but but I must say that bathroom, kitchen and the bedding was very clean, which matters the most. The communication from Dromor’s team was good, check-in process easy. In short, it’s good value for money. I will stay there again if I have to go to Cardiff next time.",5
1354,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Will,"I stayed there for 3 weeks. Was comfortable, clean and was in an ideal location. However the kitchen is tiny and the fridge is very small not really suitable for 5 rooms to share. Would be Perfect for a short stay!",5
1355,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Tariq,"Perfect place for a couple or a student
Quiet neighborhood and close to the downtown area and all services.

Highly recommended!",5
1356,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Rayan,Clean and close to the city center,5
1357,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Oliver,small room w double bed does the job,4
1358,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Keith,Close to city centre. Quiet building. Spacious.,5
1359,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Norman,"The place is very well-resented and tidy. Also, the cleaners did a very good job.",5
1360,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Simran,"Thanks for an amazing stay :)
Very lovely location, right next to station and city centre. Room was ditto same as in the pictures, clean and tidy. Really happy with my stay and would highly recommend",5
1361,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Joanna,"DONT BOTHER!
This is basically a hostel with private rooms (fair enough)… except the fact that when we walked in, the floor was covered in deep dark stains and looked unhygienic. The main light didnt work so we were forced to use a small lamp provided and our phone torches. The bathroom door didnt always close. The shower fell apart in our hands, and there were (what looked to be) washed out blood stains on the bedding. NOT TO MENTION the £35 cleaning fee paid just to find half eaten sweets on the floor.
The location is perfect once you actually find it. The number 13 is nextdoor to number 1 right at the end of the small cul-de-sac next to a big building site. Its right next to central train station which was an advantage. 
There is a shared kitchen that we used to access water. 
I have the pictures as proof that this place is not even worth glancing at.",1
1362,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Iona,"Very convenient location just behind Cardiff central - ideal as was using the station for several trips - all city centre attractions within walking distance

Room is very comfortable with good facilities and very clean 

Excellent value for money and would definitely stay again",5
1363,Budget private room with ensuite - city centre," Flats for Rent in Cardiff, Wales, United Kingdom ",Dromor,Sean,cheers. im sure i will be back soon. kind regards. sean,5
