,Title,Location,reviewees,reviewers,reviews,ratings
2815,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Nadezhda,great place  husband planning stay next time  great location  really sweet design  room    floor panoramic view   really recommend apart hotel  ,5
2816,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,George,great stay leman locke  staff helpful made check easy  room nice clean amenities provided ,5
2817,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Monique,great stay  communication good  reception team helpful attentive  definitely staying  thank ,5
2818,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Andrew,fantastic apartment  stylish immaculate  excellent value money great location  staying  thank,5
2819,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Michele,awesome airbnb   perfect location  beautiful building clean room 10 10,5
2820,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Joe,stunning airbnb  clean stylish situated building restaurant coffee shop,5
2821,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Lucy,apartment spotless stylish  place hotel rather private apartment fine  room slightly different photos terms layout still expected  bed incredibly comfortable  staff friendly made check prior communication easy  little cafe bar nice option  highly recommend would definitely go back   thanks wonderful comfortable stay ,5
2822,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Chelsea,amazing place stay  become go whenever london ,5
2823,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jonathan,fantastic place every detail well thought  great location spotlessly clean  highly recommend place definitely stay,5
2824,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Danielle,excellent apart hotel ,5
2825,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Bingyan,spectacular place stay taking vacation  ,5
2826,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Sherrick,really lovely space lots thoughtful touches  would definitely stay ,5
2827,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Benjamin,lovely place great price central location ,5
2828,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Ed,apartment exactly pictured fantastic stay ,5
2829,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,William,beautiful stylish rooms  great atmosphere ,5
2830,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Mark,comfortable clean ,4
2831,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Kelsey,relaxing comfortable stay leman locke ,5
2832,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Joshua,cannot recommend apartment enough  ideal location  amazing rooms restaurant coffee shop hotel great service food also  definitely returning,5
2833,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Adrian,overall good stay  conveniently located close tube  helpful reception team ,5
2834,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Mari,great place stay visit london  ,5
2835,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Sam,really great stay  would definitely recommend ,5
2836,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Yelena,great cosy central place,5
2837,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Ellis,excellent room great view central location  beautifully decorated lots nice touches,5
2838,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Harry,hotel absolutely lovely  everything described photo  staff reception upon arrival extremely polite warming  cleaner rush us run uni got bit late checkout  smell whole place amazing well vibe  beautiful place views would definitely stay  one thing would say make sure ask kind room put read previous reviews said rooms impressive pictures shown  although lovely  would defo recommend,5
2839,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Yingxuan,previous airbnb gave us issues glad able find gem within short notice  first time staying area loved  great location minutes away   stations  aldgate east closed weekends thankfully aldgate station well  many food options within walking distance supermarket nearby  cafe restaurant within building gym well  checking really easy  staff really friendly well  gripe sticky stains floor dining living room area  great  enjoyed stay definitely recommend staying ,5
2840,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Peter,perfect,5
2841,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Lorna,everything needed short stay  like home  nicer  want move ,5
2842,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Godfrey,amazing place stay friendly staff ,5
2843,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Romain,nice place stay  close tube   mn walk  takes  1 mn get center london  convenient  nice place  well designed   furnished view quite good well   staff kind helpful ,5
2844,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jenny,great  best one stayed ,5
2845,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Reza,great price  location decor ,5
2846,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Alessia,wonderful place stay london days  really amazing ,5
2847,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jonathan,great attentive serviced apartments fantastic location seeing central london ,5
2848,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Abi,great  seamless stay leman lock  check straight forward  room lovely clean  definitely stay ,5
2849,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Maddy,lovely place everything would need  bed super comfy  would recommend anyone  although area nicest london ,5
2850,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Ellen,hotel really airbnb important note  check easy hotel  check  apartment match photos several similar styles building  quite lot wear tear walls front door  looks luxurious photos  say first time airbnb plus expected ,4
2851,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,淳安,great place stay central london ,5
2852,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Tim,nice place nice location  however sent message never answered  call  also shampoo soap provided tiny bottles replaced three night stay hotel ,4
2853,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Michaela,fantastic apartment  clean  modern new  comfortable easy find  great location  would definitely recommend ,5
2854,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jenna,loved staying  clean  comfy stylish  needs met stay ,5
2855,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Tanvir,good host apartment ,5
2856,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Helen,great place stay  quiet  comfortable stylish  close underground  restaurants shops  would definitely recommend,5
2857,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Amanina,thank hosting family  great stay throughout would definitely come back  love every bit space ,5
2858,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jordi,great location super nice appartment  staff super friendly ,5
2859,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Michael,stay excellent  staff helpful accommodating working smile faces whole time  perfect customer service friendly receptionists,5
2860,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Chelsea,great place stay  clean  affordable great location  definitely stay ,5
2861,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Nicky,beautiful apartment hotel super close aldgate underground    hour restaurants   minutes walk away  asked anything ,5
2862,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Benedikt,perfect visiting london  ,5
2863,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Shanur,comfortable  everything want  definitely use ,5
2864,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Tom,throughly enjoyed stay  felt welcomed minute arrived minute left  flat amazing say least   pastel decoration modern tasteful  clean  would love stay   ,5
2865,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Deborah,got upgraded skyline suite   stunning  staff lovely coffees amazing    ,5
2866,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Arthur,good serviced apartments  great location ,5
2867,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Rashed,ok,4
2868,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Maurice,wonderful place return,5
2869,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Andre,pleasant stay leman locke    serviced apartment comfortable nice    stove washing machine made stay even easier    really wait come back sure recommend place family friends ,5
2870,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Breanna,great location   value money  absolutely spotless  definitely back next london trip ,5
2871,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Fenja Marie,wonderful time one leman lockes apartments  view stunning one highlights stay  staff welcoming friendly  check check made easy  dishwasher  oven microwave  besides basic kitchen equipment  coffee machine though  get coffee downstairs bar first floor   stay ,4
2872,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Kate,lovely place stay ,5
2873,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Abbas,lovely stay  neat   clean  would recommend staying,5
2874,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Tom,lovely space  everything needed  would stay,5
2875,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Melody,place clean amenities provided  really love design room ,5
2876,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Xinze,room clean also find cooker cupboard  convenient cook ,5
2877,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Kartik,place hardly   mins walk aldgate east station  coffee shop ground floor get basic breakfast restaurant 1st floor  like cook food  tesco  super market    mins walk place u would hey everything may need cook  room actually smaller appears picture good enough   people  studio format nice cozy place  staff reception helpful responsive also helped getting hour early check  becomes little expensive short stays service fees higher youare staying week  good value money  stay comfortable ,5
2878,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Liz,place everything needed comfortable stay  appliances accessories clean good condition  loved dark chocolate locke bag  milk fridge nice touch  appreciated storage room putting away luggage  also liked view london window   would definitely stay ,5
2879,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Beth,great  like photos   description  thing note really anywhere sit hair   makeup etc going  lighting little dim dark  still great though  staff lovely  ,5
2880,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Chengyu,love  stylish sparkly clean,5
2881,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Manmeet Singh,loved stay  1  cute apartments fully functional kitchen    1 min walk adelgate east metro    helpful staff  worth ,5
2882,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Yu,great experience,5
2883,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Karin,booked property   nights love especially service apartment kitchen  great whipping meals restaurants closed christmas day    color   style attracted property exactly like photos shown  space spacious   cosy stay     love location property well  perfect   1 min walk away aldgate east station footsteps away many eateries around  flat iron  poppies  biang biang noddles etc  well old spitafield market     check   check breeze would return stay head back london bed linen improved   mattress pretty thin hard sleep many nights  linen crisp  good enough keep warm comfortable ,4
2884,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Alexandros,place nice locastion good      one minute underground       ,5
2885,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Susie,great place stay ,5
2886,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Olivia,fantastic place  like staying luxury hotel   little touches made difference ,5
2887,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jake,amazing place  would definitely stay ,5
2888,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Savina,warm cosy place stay  possible early check  garantee  communicate arrival  well equipped kitchen ,5
2889,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Meshari,excellent service  well thought layout   great attention detail ,5
2890,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Yvonne,nice place environment  good location london center ,5
2891,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Claire,great place great location ,5
2892,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Matt,best air bnb ever stayed  modern apartment asked anything better price  got late check fab perfect apartment short trip london  gym downstairs  fantastic    ,5
2893,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Kieran,great place  part hotel ,5
2894,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Francesco,start felt homy cozy really enjoyed interior  highlight towel warmer ,5
2895,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Angeline,great  friendly helpful overall service  nice quiet room  short walking distance aldgate east station ,4
2896,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Michal,comfortable pretty place stay  staff welcoming  rooms telephone work  signal tv quite poor  heating controls work ,4
2897,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Caroline,lovely modern place stay would definitely come back ,4
2898,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jenny,gorgeous apartment aparthotel  never stayed one loved  clean new decor  thanks great stay,5
2899,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Reecha,boutique hotel chic neighborhood  well connected great feel  plan stay next trip ,5
2900,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Georgi,happy everything     one best pleces ive   loved location   personal polite helpful   im sure im going back london im sure im staying leman locke  thank,5
2901,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Lara,great stay  like hotel  evan cleaned apartment us  1  min oxford circle  nice neighborhood  nice taverns  bars pubs around  small cofee shop hotel also  staff kind nice every moment  great value money would highly recommend    thank ,5
2902,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Edda,nice place good location  welcoming staff reception easy find  breakfast downstairs restaurant twice good  granola yogurt highly recommended ,5
2903,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Ivan,great stay  room really stylish staff helpful  fairly quiet area  amazing spot say   years time construction work area complete ,5
2904,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Kyla,pleasure staying gorgeous apartment  check quick easy entered apartment warm inviting  decor style really beautiful recommending lemon locke friends family  apartment everything needed weekend definitely back future  thank x,5
2905,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Chris,great stay  100  recommend anyone  staff great want help  nothing ever felt like issue ,5
2906,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Emily,partner stayed one night  arrived  pm able check time despite early  upon check  given card wish happy birthday  birthday  gave us complimentary drinks voucher bar nice touch  room located 1 th floor  apartment decorated well nice modern touches  wifi small kitchen could self cater required  also usb ports plugs helpful  bed comfortable felt like sleeping cloud  hotel also lot eco friendly also quite nice   stay nice definitely return need somewhere stay london ,5
2907,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Milja,stayed couple nights loved  beautiful room  wonderful staff tube right around corner  place perfect stay london ,5
2908,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Kayla,parents really enjoyed stay  place simple tasteful  clean  close public transport stations  looking forward coming back  thanks,5
2909,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Karol,amazing interior  come back future ,5
2910,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Sergio,convenient location  friendly staff  clean nice   simply perfect ,5
2911,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Zoha,boutique aparthotel basic amenities decorated modern stylish way  hotel hosts beautifully designed restaurant  treves   hyde   coffee bar gym  room everything one would need   welcome kit  equipped kitchenette  tv netflix  linen  towels etc   leman locke biggest win location   close aldgate east tube station  variety coffee shops restaurants neighborhood  however  outside  pleased stay   airbnb plus  hoped better experience   willing overlook fact host responsive  tried calling hotel multiple times trip one answered phone took staff   days get back simple question   arrived check around 11pm enter hotel check staff preoccupied phone ignored four people waiting outside enter  rang bell  knocked glass walls  waited look  nothing worked till someone staying hotel actually let us building   biggest disappointment room  high rise studio pictured listing  instead one given looked smaller looked apartments two buildings  expect happen hotel  booking airbnb plus   really expect place look exactly like pictures  think stay worth money  sadly  coming back ,3
2912,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Katie,perfectly situated run lovely staff  leman locke great place stay  washing machine full kitchen helpful  highly recommended ,5
2913,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Constantine,really enjoyed stay  found comfortable weekend  felt well located whether travelling car tube,5
2914,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Slawjana,thank  nice location ,4
2915,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Yijing,good special design ,5
2916,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Heather,lovely  clean contemporary stay amenities needed  room slightly stuffy without access open window good stay  thank ,4
2917,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Adrian,great place  amazing cafes,5
2918,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Martina,nice room great view  liked gym sofa really comfortable ,4
2919,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Stephanie,great place east london  comfortable  clean bit luxe   ,5
2920,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Rohan,   highly recommend,5
2921,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Oscar,seriously  money want amazing place stay book immediately  disappointed ,5
2922,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,George,amazing spot  well worth stay ,5
2923,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,建翔,good,5
2924,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Zeev,highly recommended,5
2925,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Joe,definitely coming back stay leman locke  part seems like boutique hotel staff incredibly friendly helpful  came celebrate anniversary immediately congratulated arrival  offered upgrade one trial  green  rooms told covered plants  sounded interesting different accepted room  understatement covered plants  bright  well laid refreshing  also used restaurant treves hyde delightful  thoroughly enjoyed stay  thank leman locke ,5
2926,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Eoin,super stylish   clean everything need stay  helpful staff  close public transport get centre quickly ,5
2927,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Rocio,fantastic place  details urbanite would want central london studio  stay ,5
2928,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Taylor,right next aldgate station super convenient  also nicely decorated super comfortable  would definitely stay ,5
2929,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Grady,excellent accommodation ,5
2930,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Ross,apartment perfect couples want nice place stay option spending night  location also excellent getting tube ,5
2931,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Rabile,nice hotel studio apartment  comfortable ,5
2932,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Cola,good,5
2933,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Caterina,apartment beautiful  clean  nice sized essentials might need  bed super comfortable  location ideal  central close metro  staff friendly needed info  local area able help  try food market sunday  delicious food   thanks everything  hope return soon   ,5
2934,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Stephen,regular user airbnb business around world total standout every perspective  every aspect business travellers needs factored thoughtfully crafted offering ever pleasure experience  say australia  give go  ,5
2935,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Aysha,chic,4
2936,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Umar Lim,top recommended place stay london  super convenient  close aldgate aldgate east tube  definitely love apartment location  save time  everything hotel apartment great  tendy  comfort  modern clean  strongly recommended ,5
2937,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Juan,somewhere middle hotel apartment  well thought general everything well fit small space ,5
2938,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Evie,lovely apartment fab location  clean   stylish  everything needed  check easy reception staff welcoming  overall great stay ,5
2939,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Liying,place hotel ish apartment  exceptionally clean well lit ,5
2940,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Nicole,fab contemporary  aparthotel  blurs line apartment hotel really successfully  nicely decorated  good views sparkling clean  friendly front desk staff  moments tube ,5
2941,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Sierra,may best decorated airbnb stayed  small boutique hotel host answering  worry  always someone help front desk  place neat clean location perfect    min walk tube  highly recommended ,5
2942,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Cass,apartment room hotel  however still lovely ,5
2943,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,민지,great place stay   ,5
2944,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Starry,great  recommend,5
2945,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Alex,great location apartment,5
2946,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Freya,nice place handy location  like staying hotel facilities nice ,5
2947,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jonathan,great apartment good location east london  easy reach aldgate east underground connectivity allows   would definitely recommend staying ,5
2948,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Yang,fantastic   ,5
2949,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Annaliese,leman locke great apartment well organised airbnb apartment block  pleasant deal everything needed  even provided early check slightly late check work flights  would definitely stay ,5
2950,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Ben,book    incredible ,5
2951,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Tom,beautiful studio fantastic location ,5
2952,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Samantha,great apartment hotel  comfortable  modern clean apartment block  great facilities conveniently situated needs  negative one lift servicing  1 floors otherwise perfect place stay,5
2953,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Eleanor,cute place,5
2954,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Stina,excellent place stay  clean  great interior design  beautiful small apartment  better hotel room  friend  kinda hoped sofa would suitable one sleep  end managed well sharing big bed  close aldgate east station  absolutely recommend place ,5
2955,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Marcello,great,5
2956,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jess,super nice apartment  really clean stylish  friendly staff  would recommend  ,5
2957,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Donna,great place  easy check  close tube easy get around ,5
2958,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Stefan,nice apartment  modern  clean   recomendable,5
2959,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Divya,really enjoyed staying  cool little apartment clean ,5
2960,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Monika,amazing place  ask,5
2961,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Darryl,Eun-Ah,darryl kind host   room clean comfort  also close station  supermarket  london bridge others  like stay visit london ,5
2962,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Julieta,el departamento es como en las fotos  muy lindo  muy bien conectado trav del metro ,5
2963,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Phoebe,                     algate algate east                                                                                                                                              ,5
2964,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,해리,                                                 ,5
2965,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Siofra,,1
2966,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Camila,excelente localiza  para quem busca turismo  perto de metr   restaurantes e supermercados ,5
2967,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Youmna,gut gelegen  direkt der undergroundhaltestelle  es funktioniert nur ein fahrstuhl der unterkunft  deswegen kam es mal vor  dass man   min wartet   keine glichkeit zum l ften  nur klimaanlage  es war oft sehr stickig  gut ausgestattete k che  gute dusche ,4
2968,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Margaux,un appartement tr agr able   vivre  un bon lit   tr important apr une journ e   marcher partout dans londres    une proximit  avec le tube  top    je recommande leman lock et le personnel l accueil toujours tr sympa   ,4
2969,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Ben,prima verblijf voor een weekendje londen  mooi nieuw hotel       receptie  vlakbij de metro en makkelijk bereikbaar ,5
2970,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Hares,top lage  zu fu  hat man quasi   underground metros zu erreichen  das zimmer sah genauso aus wie auf den bildern  mitarbeiter waren sehr freundlich und hilfsbereit  lange rede kurzer sinn  man kann da gar nichts falsch machen ,5
