,Title,Location,reviewees,reviewers,reviews,ratings
1800,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jake,we had a blast and would stay again  great location ,5
1801,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Brendan,100  recommend  this place was perfect for location and getting around  also love the cafe at the bottom  will stay here whenever i m in london ,5
1802,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Claudia,small but cute  the place was nice and the hotel attendants were very kind ,4
1803,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Hailey,this place was wonderful  so spacious and in a great location  we were so thankful our room was available a few hours early for check in  and that we had a delicious cafe inside the building for us to take advantage of each morning  we highly recommend staying here ,5
1804,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Shaniya,great space  it s right in the middle of everything  very easy to get around   i d recommend to anyone in london ,5
1805,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Kristian,leman locke is a great place to stay  very very very quite rooms  great location  it s a hotel of sorts so there is always someone at reception which is really nice  the cafe   restaurant in the lobby is spectacular  the unit i stayed in had a washer dryer with provided detergent ,5
1806,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Audrianna,we had little to no issues with the place  also the restaurant is an excellent place for date night ,5
1807,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Anna,book this airbnb if it s available  amazing location  extremely close to two tube stations  and so many options for food drinks nearby  the check in check out process was seamless  and when we arrived early  they let us drop off our bags before our room was ready  we had an amazing stay  and would definitely stay again ,5
1808,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Evan,great place to stay ,5
1809,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Michael,great location and good place for a longer stay in london ,4
1810,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Michael,staying at leman locke aldgate was great  the staff couldn t have been more helpful and the apartment is comfortable and great for a long stay in london  location is very convenient to restaurants  grocery store  metro  etc  would stay here anytime ,5
1811,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Laila,great stay ,5
1812,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Emily,we had the best stay at leman locke  it had a hotel feel combined with an apartment to make you feel at home  it was clean  we had a great view  the bed was comfortable  and we were super close to the underground tube station making it very convenient  we also enjoyed the coffee shop downstairs  we would 100  stay here again ,5
1813,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Laila,thank you ,5
1814,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Alessandra,great location  steps from markets  restaurants and subway  clean space and has everything to make you feel like home ,5
1815,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Caitlinn,we had a great stay at the leman locke  beautiful studio with all the essentials and a perfect central location in london  highly recommend ,5
1816,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Rohan,clean and comfortable place  staff were exceedingly helpful and pleasant  however  not appropriate for long term guests that intend to actually cook as the appliances have non intuitive controls and the stove does not heat up well  they could also put in a more comfortable couch  nevertheless  it s in a good location with ample transit and food options and good for short term stays,3
1817,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Alessandra,amazing place that feels like home  perfect location  right next to the underground and walking distance to some nice places ,5
1818,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Rossina,great stay ,5
1819,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Amy,great place to stay  an apartment feel within a hotel  friendly staff  cool cafe on the ground floor  awesome location in east london  would def stay again ,5
1820,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Anna,amazing apartment in a great location  enjoyed the stay  highly recommend  ,5
1821,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Elle,incredible  would stay again  great location  wonderful amenities ,5
1822,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Chloe,great location and lovely aparthotel,5
1823,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Holly,lovely place to stay in a great location  had a slight issue with check in times but they were very apologetic and it was easily solved   would stay again ,4
1824,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Kendra,loved this space  a little bit smaller than expected but honestly  it was so cozy that we didn t mind  also  right next to the public transit which made it super easy to get around the city  definitely recommend for your next trip to london ,5
1825,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jerry,nice place in a nice building ,4
1826,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Kira,my partner and i thoroughly enjoyed our stay at leman locke  the room was comfy and had everything we needed for our   night stay  the staff were really nice and helpful  the bed was super comfy  we loved the restaurant and cafe downstairs and it was really convenient to have them right there  there s even access to a coworking space across the road   but i was very comfy using the private wifi in the room to wfh  the area is central we didn t even use the tube to get around just walked or took cars everywhere  highly recommend staying here for your time in london ,5
1827,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Katie,great stay  will definitely be back ,5
1828,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Daniel,it had everything we needed  i d look forward to staying there again ,5
1829,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Andy,could not recommend this location enough  walking distance to great history like the tower of london tower bridge  among others  additionally  reasonably priced so you can apply those savings to your food beverage entertainment budget while in england  amazing staff and ease of coming and going we re appreciated in covid traveling times  my wife and i will stay here again to be sure ,5
1830,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Micky,great place  perfectly located in the mix of everything  receptionist was great with recommendations   beds where amazingly comfortable  would def start here again,5
1831,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Sherry,it was a great stay and reception was very helpful ,5
1832,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Sandra,the place has everything you need and it s cute and conveniently located  the entrance is on the side not directly on leman and that s not super clear as there is a sign on leman that goes through the coffee shop to the hotel  during the day you can enter through there but not at night  beware as that can be tricky and if you are tired and cold it can get frustrating ,3
1833,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Pierre G,the best place to stay in london  everything is close by and the front desk are very friendly and very helpful  it couldn t be better  i enjoyed my stay  i ll definitely come back,5
1834,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jeanne,great place to feel at home ,5
1835,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Han,very nice room and location ,5
1836,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Maya,clean  comfortable and modern  great location  right next to a tube station and a short walk to shops and restaurants  staff was thoughtful and attentive   great stay  i would stay here again the next time i m in london ,5
1837,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jessica,very modern and clean  great location too  you are about a ten minute walk from spitalfields market and less than 1  minute walk from eataly  about three grocery stores within   minutes  having a front desk  was such a plus  didn t eat at the cafe or restaurant but thought that was such a great convenience  they also hold your luggage if you come earlier than check in  all around great stay  and awesome communication as well ,5
1838,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Mikayla,place was nicely decorated and the guest care were extremely welcoming and helpful,5
1839,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Kimmy,highly recommend   ,5
1840,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Paola,great stay  had everything we needed and was just a short walk to the station  would definitely stay again ,5
1841,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Andrew,the desk staff were very helpful during my month long stay,5
1842,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Negin,extremely cute and clean place  nearby a tube stop and close to greats restaurants  bars  and shopping ,5
1843,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Joseph,amazing location  extremely comfortable  fantastic staff  would stay again,5
1844,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Cc,fantastic stay  super clean and stylish apartment  highly recommend upgrading to the sky view  beautiful sights  front desk was easy to reach and really helpful  the on site restaurant was super yummy too  made for a great lunch ,5
1845,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Evan,great location and the    hour desk downstairs were able to help with anything that came up  would recommend to any travelers looking for a stay in london ,5
1846,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Allison,great location and excellent staff    there were some stains on the couches  but other then that the room was perfect  great location ,5
1847,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Breanne,briliant place to stay in a great location  staff were super helpful and the room has everything you need ,5
1848,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jason,this was a last minute booking for me due a change of plans and it turned out to be a lucky break   very well managed  excellent location and the studio was clean  modern and very comfortable   will definitely consider this location for a longer stay ,5
1849,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Alisha,stunning  will be back 100  ,5
1850,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Sarah,loved it  thanks  ,5
1851,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Danielle,leman locke was a great experience especially as we had to do our legally required 10 day quarantine  while we couldn t leave our room  the staff went above and beyond to care for us like bringing us food deliveries and packages ,5
1852,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Kiran,wonderful place to stay   had everything i needed ,5
1853,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Zineb,pleasant stay would highly recommend ,5
1854,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Sabrina,very nice and clean place  i had a great time and enjoyed my stay very much  i would definitely recommend it and come back again ,5
1855,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Abdul-Rahaman Akanni,n a,5
1856,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jessica,trendy apartment and friendly staff,5
1857,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Taylor,great space for my quick trip  super friendly and very helpful staff ,5
1858,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Ben,lovely flat in a convenient location  would definitely stay again ,5
1859,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Yussef,great accommodation highly recommend,5
1860,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Sena,this was the perfect stay for a short   night trip to london  i would gladly stay here again ,5
1861,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Aryia,refer to my other note  amazing stay  10 10,5
1862,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Aryia,a great spot  so good that i extended my stay  pretty quiet but still centrally located  super clean  that s a big one for me   bed wasn t super comfortable to be honest  quite hard  but overall would stay again ,5
1863,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Mayowa,great location  building and room  would definitely recommend,5
1864,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Diklan,i will definitely come back,5
1865,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Cihan,wonderful apartment,5
1866,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Melanie,i had just moved to london at the beginning of february  and was forced to abruptly return to the states due to the health risks of the pandemic  we needed a safe place to isolate the night before my flight back to the us  somewhere comfortable and clean  and leman locke was the perfect hideout to relax and try and forget about the outside world for a night  our studio was beautiful and thoughtfully decorated  with attention to detail and excellent space planning  the coffee bar downstairs stayed open for guests to enjoy really good coffee  snacks  fresh juices  sandwiches  and friendly conversation with the staff  our favorite part was the view of the city at sunrise and sunset  a really magical last night in london together  thanks to this place  i would highly recommend and will definitely stay here again as a landing pad for when i move back to london  it really put my mind and heart at ease during this stressful time  thank you  leman locke ,5
1867,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Summer,great stay at leman locke ,5
1868,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Pat,beautiful apartment style hotel  highly recommend for its location and amenities  was great to have a washer dryer available in unit during a longer trip  would stay here again on returning to london ,5
1869,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Thomas,great place  worth the cost ,5
1870,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Lindsay,best place i have ever stayed at  for a college budget it was pricier than i d normally go for  but it was totally worth the splurge  such a beautiful building and room with amazing staff  bathroom and kitchen were amazing  next time i m in london i d definitely come back ,5
1871,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Anastasia,wonderful stay  great area less than a block from the aldgate east tube station  coffee shops all around including on premises  room was clean and comfortable  arrived   hours before checkin and they kindly accommodated us to a room and upgraded the stay to a sky suite  will return ,5
1872,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Alec,very modern and spacious studio flat  perfect for a long weekend visit to london  included many extra amenities like a hair dryer and endless kitchen utensils  half a block from the aldgate east underground station  so getting around the city is effortless  will stay again ,5
1873,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Josh,cosy room that feels a bit more like a hotel then an airbnb  very close to the underground   shoreditch  overall good value for the price   would recommend ,5
1874,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Kel,the place was amazing made my london stay amazing,5
1875,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Alicia,gorgeous studio in aldgate  would stay again in a hearbeat  the bed is also super comfortable ,5
1876,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jenna,we loved our stay in london and this place was a big part of it  one of the first best things is that you can literally see the underground station from the building  making getting around the city so easy  there is a restaurant  coffee shop  and gym on site  our room had a full kitchen which made having snacks in the room easy  we loved our stay and would absolutely recommend it  ,5
1877,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Tian,super convenient location at very reasonable price  thank you ,5
1878,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Zibah,really lovely place  very relaxing  felt like a home away from home  will be returning,4
1879,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Julia,super clean room in a neat  stylish hotel  with some great pizza right down the street  airbnb seems to be the cheaper way to book in order to stay here ,5
1880,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Allison,fantastic location  ideal set up for our few days in london  had a small kitchen area for nights we didn t want to go out and a washer dryer  which was great  super close to the aldgate east tube station and an easy walk to the tower of london  would definitely stay again ,5
1881,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jacqueline,clean  easy to get to  towel warmer is cool  bed was super comfortable,5
1882,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Michelle,perfect place for an extended stay  had all the convenience and professionalism of a boutique hotel but the privacy and amenities of a private apartment ,5
1883,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Krista,amazing location   roughly  00 yards from the underground station  aldgate east   this is more like a hotel   there is a check in desk and they can store your luggage   the restaurant downstairs was convenient for coffee and pastries in the mornings   the room was very clean and they provided the basics like soaps  blow dryer  iron  ironing board but also little extras like tea  coffee  milk and some candy   the layout of the room was a bit wonky   very narrow space to get around the bed and the light switches were not obvious and in some cases just plain dumb  bathroom switch was hidden behind the bathroom door in hallway   overall though it was a very nice place to stay and we would definitely stay here again   very friendly staff added to a nice stay ,4
1884,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jenna,very cute hotel and place to stay  would stay again   ,5
1885,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Sean,this apartment was fantastic with a great view  my wife and i could not have asked for a better location or amenities and would absolutely come back again ,5
1886,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Madalain,well situated apartment home in east london central london whitechapel  the place was within walking distance to restaurants  pubs  and other amenities  the apartment itself was spacious in a high rise condo quality building with a front desk and coffee bistro on the main level  inside the apartment was a full kitchen with thoughtful details such as quartz countertops  stainless steel appliances  marble dining table and beautiful light oak wood floors   light pink sofa  there was plenty of room for me and my husband  it is a busy area once you walk outside  morning rush hour and a train station nearby made for tons of commuters walking to work   there was a couple of convenience stores nearby so we cooked for breakfast brunch and ate out for dinner  london in december is beautiful with stunning architecture and christmas lights  watch out for pickpockets near all of the tourist attractions  buckingham palace  or crowded streets ,5
1887,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Oscar,absolutely one of the best places i have ever stayed at in my life  i was given a room on the 1 th floor and the pictures do no justice  the room seemed like an upper class midtown apartment in manhattan with an amazing view overlooking all of london  the bed was comfy  the living and dining room were lovely and and the bathroom was spotless  the kitchen was filled with brand new technology and the tv had cable and built in apple tv  the downstairs restaurant gave us 1   discount for eating there and the receptionist were extremely helpful  i was completely surprised by this location and wish i could book it again sometime soon but the reservations were all booked up when i tried  honestly  if you re looking for a comfortable and trendy place to stay  don t bother looking elsewhere  being only a   minute walk from the nearest station  everything was perfect  clean  beautiful  warm and exciting are the words that come to mind when i think of my stay here  next time i stay in london  i ll be sure to stay here ,5
1888,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Annabel,i enjoyed my stay at leman locke so much  this hotel makes me fall in love with london even more  the neighborhood is also really nice  and the restaurant at the second floor has the best british breakfast i ve ever had  definitely going to stay here again on my next visit  ,5
1889,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jillian,great place to stay in london s east end  plenty of things to do and place to eat  place was very clean  very modern looking and quiet  checking in and out is easy with a staffed desk  i loved it and would stay here again ,5
1890,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Nate,it was beautiful and exactly what we needed ,5
1891,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Carlie,the team at leman locke went above and beyond for me during my stay  the studio was perfect  and the bed was extra comfy  i had a nice dinner at the restaurant and great coffee in the coffee shop downstairs the next morning  everyone i encountered was extremely friendly and accommodating  i highly recommend staying here ,5
1892,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jianhui,good place to stay,5
1893,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Katrina,a pleasant stay  the place was clean and much like a hotel  basic amenities were provided  but nothing over the top  i had difficulty finding it  but it has wonderful proximity to the tube    things that might bother people  the bed isn t as comfortable as it could be  and it s very hard to get the whole place dark at night  i struggled with the appliances  digital clocks being too bright  there was no way to turn them off and the magnet provided only worked for 1   of the appliances ,5
1894,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Janelle,super charming  modern  clean  and quiet  room was exactly as pictured  so cute  right by the aldgate east tube entrance  we loved being walking from distance from lively shoreditch  really appreciated having the    hour concierge available  and the coffee shop downstairs was legit  great coffee  pastries  and fresh pressed juices ,5
1895,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Aimee,leman locke is a wonderful place to stay in london  it is basically run like a hotel  however you have your own apartment space  it was so comfortable and so convenient especially considering there was a washer in the flat  the bathroom is clean and roomy  the floor to ceiling windows allow a lot of natural light into the flat making it comfortable  the pastel colors of the walls also brighten up the space that help fight off that london gloom  it was the perfect location too  commutes on the underground to major sightseeing places took around  0 min   the closest stop is aldgate east and it s literally a one minute walk away from the apartment building  i would recommend this spot to anyone visiting london  you won t regret it one bit ,5
1896,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,John,love the place  check in and check out was super easy  very friendly staff  the spot is nearby restaurants and other supermarkets  walkable to london bridge and tower bridge and other sights  the restaurant on the 1st floor was amazing  overall i would stay here again ,5
1897,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Muhammad Faraz,stay was really good  we enjoyed it,5
1898,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Kai,incredible stay  highly recommended,5
1899,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Megan,lovely flat close to tube station  the staff is super friendly and helpful  we loved the area  check out the brick lane markets ,5
1900,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Patricia,my boyfriend and i really enjoyed our stay here  this place is really reminiscent of a hotel hostel   the liveliness of the downstairs lobby and just how well maintained everything was  check in was a breeze and different from other airbnb stays i ve had  you check in at the front desk   the staff were very welcoming  friendly  and accommodating   something very memorable and well appreciated  i absolutely loved the space   there is a huge window that overlooks the city and you get such pretty views on a clear  sunny day  usually in the morning  at least from my personal experience   it s also very  very close to the tube station and close by to a lot of eateries and shops  i would highly recommend this place and would stay here again if we ever find ourselves back in london ,5
1901,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Britton,i expected more quality from bed sheets but the apartment overall was great  it s a hotel by the way  checkin says   but they say    one elevator was down and the other one was very small and slow  takes a while to come and go from the space  they have integrated the tv with and an apple tv and menu system that is next level and very convenient  overall not bad ,4
1902,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Alex,i was surprised to realize this was a hotel unit and not an apartment but that worked out for the better as check in check out was extremely easy  the room had a kitchenette  welcome basket and basically everything i needed  and the facility has a restaurant  cafe and gym  it was a very nice place to stay ,5
1903,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Cristian,easy check in  accurately advertised rooms  wonderful location  we were surprised with the quality of the restaurant on floor 1  would rebook ,5
1904,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Nicole,very beautiful studio in a great location  very close to a tube station and walkable to london tower  bed was super comfortable and check in was easy  would recommend ,5
1905,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Sara,this is a great extended hotel with style and comfort  i liked that i could check in whenever i wanted and didn t have to organize my day around checking in ,5
1906,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jire,comfortable and clean apartment near white chapel  would definitely stay here again ,5
1907,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Nancy,this was the perfect place for a   day trip to london  the cafe was a great place for a quick coffee and pastry before beginning the day ,5
1908,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Alexandra,great little hotel  super handy that it includes a full kitchen and washing machine  will be back ,5
1909,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jimner,this place was perfect  it s a studio in a hotel so guest check in just like a hotel  without the daily room service  it s perfectly close to the aldgate station underground rail  kind of like subway for us  and bus stations  the studio has everything you can possibly need  except a washer dryer  it s also close to some attractions and a club which was also super efficient  i would highly recommend it and looking forward to staying again   earlier check in is also possible  just like a hotel stay  that would ve been efficient to know for me ahead of time  if you reading this now you know ,5
1910,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Linda,beautifully designed room with    hours hotel concierge service  front desk is very warm  considerable and friendly  easy check in and check out  conveniently located close to the subway  great stay and highly recommended ,5
1911,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Deborah,awesome stay  this place is a hotel  you ll get all the amenities and service of a hotel  beautifully decorated  great location  just steps from aldgate east underground station  excellent customer service ,5
1912,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Marilena,a great little apartment in a great location  will most certainly be back ,5
1913,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Lauren,what an amazing space  the apartments are comfortable filled with natural light  this space is also eco friendly  which i couldn t appreciate more  the staff was kind and willing to help out   i highly recommend this stay ,5
1914,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Anne,this was a great find  super convenient and clean and easy to access ,5
1915,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Joanna,very clean  nicely decorated and staff was helpful and accommodating ,5
1916,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Nathalie,exactly as expected  clean  modern  centrally located  and the caf  on the ground floor was very convenient ,5
1917,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Erin,absolutely fabulous  place was very clean and charming  tons of little aesthetic touches  place had an immediate  cozy  feel  tube is at most two minutes away   everything you need for a short or longer term stay down to dish soap and detergent  loved the bathroom  bed was very comfortable  we cooked a few meals and everything worked very well and easily  ac was great   check in was fast and thoughtful    greeted at the desk with a map and tips for things to do  without them  we would ve missed some great markets  we d definitely stay again ,5
1918,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Eugene,this is a really comfortable and convenient place to stay in london  i wish i could ve stayed longer  the place was beautiful  clean  and comfortable ,5
1919,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Angela,great stay  operates very much like a hotel so check in was super easy  good value for the money ,5
1920,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Adele,great boutique hotel in the perfect location  10 10 would recommend ,5
1921,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Monica,perfect for a one night stay  the amenities and consistency of a hotel with the cool factor of a flat  a quick jaunt to shoreditch s finest i ll be back ,5
1922,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Joshua,really nice staying here  bed was top notch quality  especially in comparison to the rest on airbnb  much more like a hotel but the apartment has everything you could need  oven  microwave  fridge  etc   some of the guests had been there for   plus months  it s a great location on the east end of london and perfect if you want to hang in  hip shoreditch  would highly recommend ,5
1923,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Carly,lots of natural light  super clean  very stylish interior  the rain shower was superb and the check in process was super efficient ,5
